Allele,11,,,,
Allergen,1,,,,
Allergic,1,,,,
Rhinitis,12,,,,
Allergy,1,,,,
Allocheiria,8,9,,,
Allograft,1,,,,
Allopathy,15,,,,
Allopurinol,14,,,,
Alopecia,7,,,,
Areata,7,,,,
Blockers,13,,,,
ALTE,15,,,,
Alternative Medicine,15,,,,
Altitude Sickness,9,,,,
Aluminum,14,,,,
Alveolitis ,12,,,,
Alveolus,12,,,,
Alzheimer,8,14,,,
Alzheimer’s,8,14,,,
Amantadine,13,,,,
Amaurosis fugax,6,,,,
Amaurosis ,6,,,,
Fugax,6,,,,
Ambivalence,9,,,,
Amblyopia,8,,,,
Amelia,11,,,,
Amenorrhoea,11,,,,
Amentia,11,,,,
Amethocaine,13,,,,
Ametropia,8,,,,
Amikacin,13,,,,
Amiloride,13,,,,
Amines,14,,,,
Amino Acids ,14,,,,
Aminocaproic Acid,13,,,,
Aminoglycoside,2,,,,
Aminoglutethimide,13,,,,
Aminoglycosides,2,,,,
Aminophylline,13,12,,,
Amiodarone,13,3,,,
Amitriptyline,13,9,,,
Ammonia ,14,,,,
Amnesia ,9,8,,,
Amniocentesis ,11,,,,
Amnion ,11,,,,
Amnioscopy ,11,,,,
Amniotic Sac ,11,,,,
Amniotic Fluid ,11,,,,
Amoeba ,2,,,,
Amniotic ,11,,,,
Amoebiasis ,2,,,,
Amoxicillin ,13,2,,,
Amphetamines ,13,8,,,
Amphoric ,12,,,,
Amphotericin ,2,13,,,
Ampicillin ,2,13,,,
Ampoule ,13,,,,
Ampulla of Vater ,5,,,,
Amputation ,7,,,,
Amsacrine ,13,6,,,
Amylase ,5,,,,
Amyl Nitrite ,13,14,,,
Amyloidosis ,14,,,,
Amyloid Plaques ,14,,,,
Amylose ,14,,,,
Amyotrophy ,7,8,,,
Anabolic Steroids ,7,9,11,,
Anabolism ,14,,,,
Anaemia ,6,,,,
Anaerobe ,2,,,,
Anaesthesia ,13,8,,,
Analeptic ,8,,,,
Analgesia ,13,8,,,
Analgesics ,13,8,,,
Analysis ,14,,,,
Anaphylactoid Purpura ,6,7,,,
Anaphylaxis ,1,,,,
Anaplasia ,6,,,,
Anastomosis ,6,3,,,
Anatomy ,7,,,,
Ancrod ,6,13,,,
Ancylostomiasis ,2,,,,
Androgen ,11,,,,
Anencephaly ,8,,,,
Aneuploidy ,11,,,,
Aneurine ,14,,,,
Aneurysm ,3,,,,
Angina ,3,,,,
Angina Pectoris ,3,,,,
Angiocardiography ,3,,,,
Angiography ,3,,,,
Angioma ,3,6,,,
Angio-Oedema ,3,6,,,
Angioplasty ,3,,,,
Angiotensin ,3,13,,,
ACE Inhibitors,13,3,,,
Angiotensin-Converting Enzyme,3,13,,,
Angitis ,3,,,,
Anhidrosis ,7,,,,
Animal Starch ,14,,,,
Anisocytosis ,6,,,,
Ankle ,7,,,,
Ankylosing Spondylitis ,8,,,,
Ankylosis ,8,,,,
Ankylostoma ,8,6,,,
Anodynes ,13,,,,
Anopheles ,2,,,,
Anorexia ,5,9,,,
Anorexia Nervosa ,5,9,,,
Anorgasmia ,11,,,,
Anosmia ,8,,,,
Anovular ,11,,,,
Anoxaemia ,12,3,,,
Anoxia ,12,3,,,
Antabuse ,13,,,,
Antacids ,5,,,,
Antagonist ,13,,,,
Anteflexion ,7,,,,
Antenatal ,11,,,,
Antepartum ,11,,,,
Anterior ,7,,,,
Tibial Syndrome ,7,,,,
Anteversion ,7,,,,
Anthracosis ,12,,,,
Anthracyclines ,13,2,,,
Anthrax ,2,13,,,
Antiarrhythmic ,3,,,,
Antibacterial ,2,13,,,
Antibiotics ,2,13,,,
Antibodies ,1,,,,
Anticholinergic ,13,8,,,
Anticholinesterase ,8,,,,
Anticoagulants ,6,13,,,
Anticonvulsants ,13,8,,,
Antidepressant ,13,9,,,
Antidiarrhoeal ,13,5,,,
Antidiuretic Hormone ,10,,,,
ADH ,10,,,,
Antidotes ,13,,,,
Antiemetic ,13,5,,,
Antigen ,1,,,,
Antihelminthic ,2,13,,,
Antihistamine ,13,1,,,
Antihypertensive ,13,3,,,
Anti-Inflammatory ,13,1,,,
Antiinflammatory ,13,1,,,
Inflammatory ,1,,,,
Antimetabolites ,13,,,,
Antimuscarine ,13,8,,,
Antioxidant ,13,,,,
Antiperistalsis ,13,5,,,
Antipsychotic ,13,9,,,
Antipyretics ,13,1,,,
Antiseptics ,13,2,,,
Antispasmodics ,13,8,,,
Antitoxin ,13,,,,
Antivenom ,13,,,,
Antrostomy ,7,,,,
Antrum ,7,,,,
Anuria ,10,,,,
Anus ,5,,,,
Anxiety ,9,,,,
Anxiolytics ,13,9,,,
Aorta ,3,,,,
Aortic Incompetence ,3,,,,
Aortic Stenosis ,3,,,,
Aortic Valve ,3,,,,
Aortitis ,3,2,,,
Aortography ,3,,,,
Aperients ,13,5,,,
Apgar Score ,11,,,,
Apex Beat ,3,,,,
Aphakia ,8,11,,,
Aphasia ,9,8,,,
Aphonia ,9,8,,,
Aphthous Ulcer ,5,7,,,
Apicectomy ,7,2,,,
Aplasia ,11,,,,
Apnoea ,12,,,,
Apodia ,7,,,,
Aponeurosis ,7,,,,
Apoplexy ,8,,,,
Apoptosis ,14,1,,,
Appendicectomy ,5,,,,
Appendicitis ,5,1,,,
Appendix ,5,,,,
Appetite ,5,9,,,
Apraxia ,8,7,,,
Apyrexia ,1,14,,,
Arachnodactyly ,7,,,,
Arachnoid ,8,,,,
Arachnoid Membrane ,8,,,,
Arbovirus,1,,,,
Arboviruses ,1,,,,
Arc Eye ,8,7,,,
Arcus Senilis ,8,,,,
Arenaviruses ,1,,,,
Areola ,7,,,,
Argyll Robertson Pupil ,8,,,,
Argyll Robertson,8,,,,
Argyll Pupil ,8,,,,
Robertson Pupil ,8,,,,
Argyll ,8,,,,
Argyria ,7,,,,
Aromatase ,14,11,,,
Aromatase Inhibitors ,14,11,,,
Arrhythmia ,3,,,,
Arsenic ,13,14,,,
Artifact ,15,,,,
Arteries ,3,,,,
Artery,3,,,,
Arteriography ,3,,,,
Arteriole ,3,,,,
Arterio-Venous Aneurysm ,3,,,,
Arteritis ,3,1,,,
Arthralgia ,7,,,,
Arthritis ,7,1,,,
Arthrodesis ,7,,,,
Arthropathy ,7,,,,
Arthroplasty ,7,,,,
Arthropods ,1,,,,
Arthroscope ,7,,,,
Arthroscopy ,7,,,,
Arthrotomy ,7,,,,
Articular ,7,,,,
Articulation ,7,,,,
Artifact ,15,,,,
Artefact ,15,,,,
Artificial Insemination ,11,,,,
Artificial Joints ,7,,,,
Ventilation ,12,,,,
Arytenoid ,12,,,,
Asbestos ,12,,,,
Asbestosis ,12,,,,
Ascaris,2,,,,
Ascariasis ,2,,,,
Ascaricides ,2,,,,
Ascites ,3,5,2,,
Ascorbic Acid ,13,,,,
Asepsis ,2,,,,
ASH ,12,,,,
Asparaginase ,14,,,,
Aspartame ,14,,,,
Asperger ,9,,,,
Asperger’s Syndrome ,9,,,,
Aspergillosis ,2,12,,,
Aspergillus ,2,12,,,
Asphyxia ,3,12,,,
Aspiration ,12,,,,
Aspirin ,13,6,8,,
Poisoning ,13,14,,,
Assisted Conception ,11,,,,
Association ,15,,,,
Astereognosis ,9,8,,,
Asthenia ,7,,,,
Asthenopia ,8,,,,
Asthma ,12,,,,
Astigmatism ,8,,,,
Astrovirus ,1,,,,
Astigma ,8,,,,
Astroviruses ,1,,,,
Asymptomatic ,15,,,,
Asynergia ,7,8,,,
Asystole ,3,,,,
Atavism ,11,,,,
Ataxia ,8,,,,
Atelectasis ,12,,,,
Atenolol ,13,3,,,
Atheroma ,3,,,,
Atherosclerosis ,3,,,,
Athetosis ,8,,,,
Athlete’s Foot ,2,,,,
Athrombia ,6,,,,
Atlas ,7,,,,
Atony ,7,,,,
Atopy ,1,6,12,,
Atresia ,11,,,,
Atrial Natriuretic Peptide ,3,,,,
Atrial Septal Defect ,3,11,,,
Atrium ,3,,,,
Atrophy ,11,,,,
Atropine ,13,8,,,
Attention Deficit Disorder ,9,,,,
Hyperactivity Syndrome ,9,,,,
ADD,9,,,,
ADHD,9,,,,
Audiogram ,8,,,,
Audiometry ,8,,,,
Auditory Nerve ,8,,,,
Auditory,8,,,,
VESTIBULOCOCHLEAR ,8,,,,
Aura ,8,,,,
Aural ,8,,,,
Auricle ,8,,,,
Auriscope ,8,,,,
Auscultation ,15,,,,
Autism ,9,,,,
Autoantibody ,1,,,,
Autoclave ,15,,,,
Autogenous ,2,,,,
Autoimmune ,1,,,,
Autoimmunity ,1,,,,
Autointoxication ,14,,,,
Blood Transfusion ,6,3,,,
TRANSFUSION ,6,3,,,
Autolysis ,14,,,,
Automatism ,9,8,,,
Autonomic Nervous System ,8,,,,
Autonomic ,8,,,,
Autopsy ,15,,,,
Autosomal ,11,,,,
Dominant ,11,,,,
Auto-Suggestion ,9,,,,
Avascular ,3,,,,
Aversion Therapy ,9,,,,
Aversion,9,,,,
Avitaminosis ,14,,,,
Avulsion ,7,,,,
Axilla ,7,,,,
Axis ,7,,,,
Axon ,8,,,,
Azathioprine ,13,,,,
Azoospermia ,11,,,,
Azotaemia ,10,3,,,
Babinski ,11,8,,,
Babinski Reflex ,11,8,,,
Bacillus ,2,,,,
Bacitracin ,2,13,,,
Backache ,8,,,,
Baclofen ,7,,,,
Bacteraemia ,2,3,,,
Bacteria ,2,,,,
Bacterial Meningitis ,2,8,,,
Meningitis ,2,8,1,,
Bactericide ,2,13,,,
Bacteriology ,2,,,,
Bacteriophage ,1,,,,
Bacteriostatic ,13,,,,
Bacterium ,2,,,,
Bacteriuria ,10,2,,,
Bacteroides ,2,,,,
Bacup ,15,,,,
Bagassosis ,12,,,,
Balance ,7,,,,
DIMERCAPROL ,13,,,,
Balanitis ,11,1,,,
Balantidiasis ,2,5,,,
Baldness ,7,,,,
Ballottement ,7,,,,
Balsams ,13,,,,
Bandages ,7,,,,
Barany’s Test ,8,,,,
Barber’s Itch ,7,,,,
SYCOSIS ,1,,,,
Barbiturates ,13,,,,
Barium Sulphate ,13,5,,,
Barium,13,5,,,
Baroreceptor ,13,,,,
Barrier Creams ,7,,,,
Barrier Nursing ,7,,,,
Bartholin’s Glands ,11,,,,
Bartholin’s Gland,11,,,,
Bartholin,11,,,,
Basal Cell Carcinoma ,7,6,,,
Basal Ganglion ,8,,,,
Basal Metabolism ,14,,,,
Basilic Vein ,3,,,,
Basophilia ,6,,,,
Bat Ears ,9,,,,
Bather’s Itch ,7,1,,,
BCG Vaccine ,12,2,13,,
BCG,13,2,12,,
Beclomethasone,13,12,4,,
Beclomethasone Dipropionate ,13,12,4,,
Bed Bath ,15,,,,
Bed-Blocking ,15,,,,
Bed Bug ,2,,,,
Bedpan ,15,,,,
Bed Sores ,2,9,,,
ULCER ,1,,,,
Bed-Wetting ,9,10,,,
Wetting ,9,10,,,
ENURESIS ,9,10,,,
NOCTURNAL ENURESIS ,9,10,,,
Bee Stings ,1,,,,
Bee Sting,1,,,,
Behavior Therapy ,9,,,,
Behavioral Therapy ,9,,,,
Behçet’s Syndrome ,1,11,5,8,
Belching ,5,,,,
Belladonna Poisoning ,8,13,3,,
Bell’s Palsy ,8,,,,
B Endorphin ,13,,,,
Bends ,12,,,,
Benign ,15,,,,
Bennett’s Fracture ,7,,,,
Benzedrine ,13,8,,,
Benzhexol ,13,8,,,
Benzocaine ,13,8,1,,
Benzodiazepines ,13,9,8,,
Benzothiadiazines ,13,9,8,,
Benzyl Benzoate ,13,2,7,,
Benzylpenicillin ,13,2,,,
Bereavement ,9,,,,
Beriberi ,14,,,,
Berylliosis ,12,,,,
Beta Adrenoceptor ,13,,,,
Beta-Adrenoceptor-Blocking ,13,,,,
beta blocker ,13,3,,,
Betamethasone ,13,7,,,
Betatron ,15,6,,,
Bezoar ,5,,,,
Bias ,15,,,,
Bicarbonate ,12,2,,,
baking soda ,12,2,,,
Biceps ,7,,,,
Bicuspid ,3,,,,
Bifid ,15,,,,
Bifocal Lens ,8,,,,
Bifurcation ,15,,,,
Biguanides ,13,,,,
Bilateral ,7,,,,
Bile ,5,,,,
Bile Duct ,5,,,,
Bilharziasis ,3,,,,
Biliary Colic ,5,,,,
Bilirubin ,5,,,,
Binaural ,8,,,,
Binocular ,8,,,,
Binovular Twins ,11,,,,
Bio-Availability ,14,,,,
Biofeedback ,15,,,,
Biological ,14,,,,
Biological Warfare ,14,13,,,
Biomechanical Engineering ,14,,,,
Biopsy ,7,6,1,,
Bioremediation ,15,,,,
Bioterrorism ,14,,,,
Biotin ,14,,,,
Bipolar Disorder ,9,,,,
Bird Fancier’s Lung ,12,1,,,
Bipolar,9,,,,
Birth Canal ,11,,,,
Birth Control ,11,,,,
Birth Defects ,11,,,,
Birth Marks ,11,,,,
Birth Pool ,11,,,,
Bisacodyl ,5,8,,,
Birth Rate ,11,,,,
Bisexual ,11,,,,
Bismuth ,13,5,,,
Bisphosphonate,7,13,,,
Bisphosphonates ,7,13,,,
PLAGUE ,1,,,,
Blackheads ,7,,,,
ACNE ,7,,,,
Blackwater Fever ,6,2,,,
Bladder ,10,,,,
Urinary bladder ,10,,,,
Gall-bladder ,5,,,,
Bleeding ,6,,,,
HAEMORRHAGE ,6,,,,
VENESECTION ,6,,,,
Blenorrhoea ,1,14,,,
Bleomycin ,2,13,,,
Blepharitis ,8,1,,,
Blepharospasm ,8,,,,
Blind Loop Syndrome ,5,,,,
Blindness ,8,,,,
Blood ,6,3,,,
Brain Barrier ,8,7,,,
Clot ,6,,,,
Corpuscle ,6,,,,
Count ,1,6,,,
Donor ,1,,,,
Gases ,14,,,,
Group ,6,1,,,
Letting ,6,,,,
Pressure ,3,,,,
Transfusion ,1,6,,,
Vessel ,3,,,,
Vessels,3,,,,
BMI ,14,,,,
BODY MASS INDEX ,14,,,,
Boils ,7,,,,
Furunculosis ,1,7,,,
Bolam Test ,15,,,,
Bolus ,5,,,,
Bonding ,9,11,,,
Bone ,7,,,,
skeleton ,7,,,,
fracture ,7,,,,
SIMPLE ,7,,,,
COMPOUND ,7,,,,
COMMINUTED ,7,,,,
COMPLICATED ,7,,,,
GREENSTICK ,7,,,,
DEPRESSED FRACTURE ,7,,,,
HAIR-LINE FRACTURE ,7,,,,
Congenital ,11,,,,
osteomyelitis ,1,7,,,
ricket ,7,,,,
Osteomalacia ,7,,,,
Osteoporosis ,7,,,,
Paget’s disease ,7,,,,
EWING’S TUMOR ,7,6,,,
EWING,7,6,,,
MYELOMA ,7,6,,,
OSTEOID OSTEOMA ,7,6,,,
OSTEOSARCOMA ,7,6,,,
Bone Graft ,7,,,,
Bone Marrow ,7,6,,,
Marrow ,7,6,,,
Graft ,1,,,,
Transplant ,1,,,,
Borborygmus ,5,,,,
Bornholm ,1,,,,
Botulinum ,2,14,,,
botox,2,13,,,
Botulism ,2,14,,,
Bougies ,15,,,,
Bovine Spongiform,8,,,,
Encephalopathy ,8,,,,
BSE ,8,,,,
Bowels ,5,,,,
Bowen’s Disease ,7,,,,
Bow Leg ,7,,,,
Boxing,8,,,,
Brachial ,8,7,,,
Brachycephalic ,8,7,,,
Brachydactyly ,7,,,,
Bradycardia ,3,,,,
Bradykinesia ,8,,,,
Bradykinin ,6,1,,,
Braille ,8,9,,,
Brain ,8,,,,
CEREBRUM ,8,,,,
CEREBELLUM ,8,,,,
MID-BRAIN ,8,,,,
mesencephalon ,8,,,,
PONS ,8,,,,
MEDULLA OBLONGATA ,8,,,,
MEDULLA ,8,,,,
BASAL NUCLEI ,8,,,,
NERVE ,8,,,,
Olfactory ,8,,,,
Optic ,8,,,,
Oculomotor ,8,,,,
Trochlear ,8,,,,
Abducent ,8,,,,
Trigeminal ,8,,,,
Facial ,8,,,,
Glossopharyngeal,8,,,,
Vestibulocochlear ,8,,,,
Vagus ,8,,,,
Spinal accessory ,8,,,,
Hypoglossal,8,,,,
Stroke ,8,,,,
atrophy ,15,,,,
Degeneration ,8,,,,
Dementia ,8,,,,
Cerebral palsy ,8,,,,
palsy ,8,,,,
head injury,8,,,,
edema ,6,3,,,
Breast ,11,,,,
Branchial Cyst ,11,,,,
Bran ,14,,,,
Breastbone ,7,,,,
STERNUM ,7,,,,
Breast Feeding ,11,9,,,
Breathing ,12,,,,
Breath,12,,,,
Breathe,12,,,,
Breathlessness ,12,,,,
Breech Delivery ,11,,,,
Breech ,11,,,,
Bright’s Disease ,10,,,,
Glomerulonephritis ,10,,,,
Bromocriptine,13,8,4,,
Brittle Bone ,7,,,,
Bronchial Tubes ,12,,,,
Bronchiectasis ,12,,,,
Bronchioles ,12,,,,
Bronchiolitis ,12,1,,,
Obliterans ,1,12,7,,
Bronchitis ,12,1,,,
Bronchodilator ,12,,,,
Bronchography ,12,,,,
Bronchopleural ,12,,,,
Fistula ,12,,,,
Broncho-Pneumonia ,12,,,,
BronchoPneumonia ,12,,,,
PNEUMONIA ,12,,,,
Bronchoscope ,12,,,,
Bronchoscopy ,12,,,,
Bronchospasm ,12,,,,
Bronchus ,12,,,,
Brucellosis ,2,,,,
Bruises ,7,,,,
Bruise,7,,,,
Bruit ,3,,,,
Murmur ,3,,,,
Bruxism ,9,,,,
Bubo ,11,6,,,
Buccal ,5,,,,
Budgerigar-Fancier’s Lung ,12,,,,
Buerger’s Disease ,1,3,,,
Bulbar Paralysis ,8,,,,
Bulimia ,9,5,14,,
Bulla ,12,7,11,,
Bumetanide ,13,10,,,
Bundle Branch Block ,8,,,,
Bundle of His ,8,,,,
Bunions ,7,,,,
Bupivacaine ,13,,,,
Burkitt’s Lymphoma ,6,,,,
Burning Feet ,8,,,,
Burnout ,9,,,,
Burns ,7,,,,
Scalds ,7,,,,
Burr Hole ,7,,,,
Bur Hole ,7,,,,
Bursae ,7,,,,
Bursitis ,7,,,,
Buspirone ,13,9,,,
Busulfan ,13,,,,
Butyrophenones ,13,,,,
Bypass ,3,,,,
Byssinosis ,12,,,,
Cachet ,13,,,,
Cachexia ,7,,,,
Cadaver ,15,,,,
Cadmium ,14,,,,
Caecum ,5,,,,
Caesarean ,11,,,,
Caesium-137,6,,,,
Caffeine ,8,13,,,
Caisson ,12,7,,,
Calamine ,7,,,,
Calcaneus ,7,,,,
Calcicosis ,7,,,,
Calciferol ,14,,,,
Calcification ,14,,,,
Calcinosis ,14,,,,
Calcitonin ,14,7,,,
Calcium ,14,,,,
Calcium-Channel Blockers ,13,,,,
Gluconate ,10,,,,
Calculi ,10,,,,
Caldicott ,15,,,,
Calibre ,15,,,,
Calliper ,14,,,,
Splint ,7,,,,
Callosities ,7,,,,
Callus ,7,,,,
Caloric ,14,,,,
Calorie ,14,,,,
Caelyx ,6,13,,,
Campylobacter ,2,,,,
Canaliculus ,8,,,,
Cancellous ,7,,,,
Cancer ,6,,,,
Cancrum Oris ,5,,,,
Candida ,2,,,,
Canine ,7,,,,
Teeth ,7,,,,
Cannabis ,13,8,,,
Cannula ,15,,,,
Canthus ,7,,,,
CAPD ,8,,,,
Capillaries ,3,,,,
Capillary ,3,,,,
Capsule ,13,,,,
Captopril ,13,3,,,
Caput Medusae ,3,,,,
Caput Succedaneum ,11,7,,,
Carbachol ,13,8,,,
Carbamazepine ,13,8,,,
Carbaryl ,13,,,,
Carbimazole ,13,4,,,
Carbohydrate ,14,,,,
Carbolic Acid ,14,,,,
Carbon Dioxide ,14,12,,,
CO2,14,12,,,
Carbonic Anhydrase Inhibitor ,13,,,,
Carbonic Anhydrase,14,,,,
Carbon Monoxide ,14,12,,,
Carboxyhaemoglobinaemia ,14,3,,,
Carbuncle ,7,,,,
Carcinogenesis ,6,,,,
Carcinogen ,6,,,,
Carcinogens ,6,,,,
Carcinoma ,6,,,,
Carcinomatosis ,6,,,,
Cardia ,3,,,,
Arrest,3,,,,
Arrhythmia ,3,,,,
Catheterisation ,5,10,,,
Glycoside ,3,,,,
Pacemaker ,3,,,,
Tamponade ,3,,,,
Cardioangiography ,3,,,,
Cardiology ,3,,,,
heart pump,3,,,,
Cardiomegaly ,3,,,,
Cardiomyopathy ,3,,,,
Cardioplegia ,3,,,,
Cardiopulmonary Bypass ,3,12,,,
Cardioversion ,3,,,,
Resuscitation ,3,,,,
Resuscitate ,3,,,,
Cardiospasm ,3,,,,
Cardiovascular ,3,,,,
Caries ,7,,,,
Carminatives ,5,,,,
Carminative,5,,,,
Carneous ,5,,,,
Carotene ,14,8,,,
Carotid ,3,,,,
Carpal Tunnel ,7,8,,,
Carpus ,7,,,,
Carrier ,11,,,,
Cartilage ,7,,,,
Caruncle ,7,,,,
Caseation ,7,14,,,
Casein ,14,,,,
Case-Control ,15,,,,
Castration ,11,,,,
Cast ,15,,,,
Casts ,15,,,,
Catabolism ,14,,,,
Catalepsy ,7,,,,
Cataplexy ,7,,,,
Cataract ,8,,,,
Catarrh ,7,5,,,
Catatonia ,7,,,,
Catecholamine ,13,,,,
Catecholamines ,13,,,,
Catgut ,5,,,,
Cathartics ,5,,,,
Cathartic,5,,,,
Catherisation ,5,,,,
Catheter ,10,,,,
Catheters ,10,,,,
Endotracheal ,12,,,,
Eustachian ,8,12,,,
Nasal,12,,,,
Rectal,5,,,,
Suprapubic ,10,,,,
Ureteric ,10,,,,
Urethral ,10,,,,
Cat Scanner ,15,,,,
CT SCANNER ,15,,,,
Cat-Scratch ,2,,,,
Cauda ,8,,,,
Caul ,7,11,,,
Cauliflower Ear ,3,7,,,
Causalgia ,8,,,,
Caustics ,8,,,,
Cauteries ,7,,,,
Cavernous Breathing ,12,,,,
Cavernous ,7,,,,
Sinus ,7,,,,
CD4 ,1,,,,
CD8 ,1,,,,
Count ,1,,,,
Cefoxitin ,13,,,,
Transfusion ,6,,,,
Cell ,14,,,,
Cells,14,,,,
Cellulitis ,7,,,,
Cellulose ,14,,,,
Cement ,15,,,,
Central Nervous System ,8,,,,
Central Venous Pressure ,3,,,,
Venous Pressure ,3,,,,
Cephalosporin ,13,,,,
Cephalosporins ,13,,,,
Cereal ,14,,,,
Cerebellar Ataxia ,8,,,,
Cerebellar,8,,,,
Ataxia ,8,,,,
Cerebellum ,8,,,,
Palsy ,8,,,,
Cerebrospinal ,8,,,,
Fluid ,7,,,,
Cerebrovascular ,3,8,,,
STROKE ,3,8,,,
Cerumen ,14,8,,,
Cervical ,11,,,,
Smear ,11,,,,
Cervicitis ,11,1,,,
Cervix,11,,,,
Uteri ,11,,,,
Cetavlon ,13,2,,,
Cetrimide ,13,2,,,
Chagas,1,3,,,
Chalazion ,7,,,,
Chalicosis ,12,,,,
Chalk-Stones ,14,,,,
GOUT ,14,,,,
Chancre ,11,,,,
SYPHILIS ,11,,,,
Chancroid ,11,,,,
CLIMACTERIC ,11,,,,
MENOPAUSE ,11,,,,
Chapped ,7,,,,
Charcoal ,13,,,,
Charcot ,8,,,,
Cheilosis ,7,,,,
Cheiropompholyx ,7,,,,
Chelating ,13,,,,
Chemosis ,7,8,,,
Chemotaxis ,2,,,,
Chemotherapy ,6,,,,
Chenodeoxycholic ,13,5,,,
bile acid ,5,,,,
Chest ,7,3,12,,
Barrel,7,,,,
Pigeon,7,,,,
Rickety ,7,,,,
Pectus ,7,,,,
Cheyne,12,,,,
Stokes ,12,,,,
Cheyne-Stokes ,12,,,,
Chiasma ,15,,,,
Chickenpox ,1,,,,
Chigger ,2,,,,
Chilblain ,7,,,,
Abuse ,9,,,,
Adoption ,11,,,,
Childbirth ,11,,,,
development ,11,,,,
protection ,11,,,,
protective,11,,,,
Chills ,1,,,,
Chimera ,11,,,,
Avian ,1,,,,
Influenza ,1,,,,
Chiropody ,7,,,,
Chiropractor ,7,,,,
Chlamydia ,11,,,,
Chloasma ,7,,,,
Chloral ,13,9,,,
Hydrate ,14,,,,
Chlorambucil ,13,,,,
Chloramphenicol ,13,6,,,
Chlordane ,13,,,,
Chlordiazepoxide ,13,8,,,
Chlorhexidine ,13,2,,,
Chlorine ,13,,,,
Chloroma ,6,,,,
HYPOCHLORITE ,13,,,,
Chlorophyll ,14,,,,
Chloroquine ,13,,,,
